gid,x,y,z
3920,-0.777778,0.714286,0.714286
3921,-0.777778,0.714286,1.07143
3922,-0.777778,0.714286,1.42857
3923,-0.777778,0.714286,1.78571
3924,-0.777778,0.714286,2.14286
3925,-0.777778,0.714286,2.5
3926,-0.777778,0.714286,3.5
3927,-0.777778,1.42857,-3.5
3928,-0.777778,1.42857,-2.5
3929,-0.777778,1.42857,-2.14286
3930,-0.777778,1.42857,-1.78571
3931,-0.777778,1.42857,-1.42857
3932,-0.777778,1.42857,-1.07143
3933,-0.777778,1.42857,-0.714286
3934,-0.777778,1.42857,-0.357143
3935,-0.777778,1.42857,-0
3936,-0.777778,1.42857,0.357143
3937,-0.777778,1.42857,0.714286
3938,-0.777778,1.42857,1.07143
3939,-0.777778,1.42857,1.42857
3940,-0.777778,1.42857,1.78571
3941,-0.777778,1.42857,2.14286
3942,-0.777778,1.42857,2.5
3943,-0.777778,1.42857,3.5
3944,-0.777778,2.14286,-3.5
3945,-0.777778,2.14286,-2.5
3946,-0.777778,2.14286,-2.14286
3947,-0.777778,2.14286,-1.78571
3948,-0.777778,2.14286,-1.42857
3949,-0.777778,2.14286,-1.07143
3950,-0.777778,2.14286,-0.714286
3951,-0.777778,2.14286,-0.357143
3952,-0.777778,2.14286,-0
3953,-0.777778,2.14286,0.357143
3954,-0.777778,2.14286,0.714286
3955,-0.777778,2.14286,1.07143
3956,-0.777778,2.14286,1.42857
3957,-0.777778,2.14286,1.78571
3958,-0.777778,2.14286,2.14286
3959,-0.777778,2.14286,2.5
3960,-0.777778,2.14286,3.5
3961,-0.777778,2.85714,-3.5
3962,-0.777778,2.85714,-2.5
3963,-0.777778,2.85714,-2.14286
3964,-0.777778,2.85714,-1.78571
3965,-0.777778,2.85714,-1.42857
3966,-0.777778,2.85714,-1.07143
3967,-0.777778,2.85714,-0.714286
3968,-0.777778,2.85714,-0.357143
3969,-0.777778,2.85714,-0
3970,-0.777778,2.85714,0.357143
3971,-0.777778,2.85714,0.714286
3972,-0.777778,2.85714,1.07143
3973,-0.777778,2.85714,1.42857
3974,-0.777778,2.85714,1.78571
3975,-0.777778,2.85714,2.14286
3976,-0.777778,2.85714,2.5
3977,-0.777778,2.85714,3.5
3978,-0.777778,3.57143,-3.5
3979,-0.777778,3.57143,-2.5
3980,-0.777778,3.57143,-2.14286
3981,-0.777778,3.57143,-1.78571
3982,-0.777778,3.57143,-1.42857
3983,-0.777778,3.57143,-1.07143
3984,-0.777778,3.57143,-0.714286
3985,-0.777778,3.57143,-0.357143
3986,-0.777778,3.57143,-0
3987,-0.777778,3.57143,0.357143
3988,-0.777778,3.57143,0.714286
3989,-0.777778,3.57143,1.07143
3990,-0.777778,3.57143,1.42857
3991,-0.777778,3.57143,1.78571
3992,-0.777778,3.57143,2.14286
3993,-0.777778,3.57143,2.5
3994,-0.777778,3.57143,3.5
3995,-0.777778,4.28571,-3.5
3996,-0.777778,4.28571,-2.5
3997,-0.777778,4.28571,-2.14286
3998,-0.777778,4.28571,-1.78571
3999,-0.777778,4.28571,-1.42857
4000,-0.777778,4.28571,-1.07143
4001,-0.777778,4.28571,-0.714286
4002,-0.777778,4.28571,-0.357143
4003,-0.777778,4.28571,-0
4004,-0.777778,4.28571,0.357143
4005,-0.777778,4.28571,0.714286
4006,-0.777778,4.28571,1.07143
4007,-0.777778,4.28571,1.42857
4008,-0.777778,4.28571,1.78571
4009,-0.777778,4.28571,2.14286
4010,-0.777778,4.28571,2.5
4011,-0.777778,4.28571,3.5
4012,-0.777778,5,-3.5
4013,-0.777778,5,-2.5
4014,-0.777778,5,-2.14286
4015,-0.777778,5,-1.78571
4016,-0.777778,5,-1.42857
4017,-0.777778,5,-1.07143
4018,-0.777778,5,-0.714286
4019,-0.777778,5,-0.357143
4020,-0.777778,5,-0
4021,-0.777778,5,0.357143
4022,-0.777778,5,0.714286
4023,-0.777778,5,1.07143
4024,-0.777778,5,1.42857
4025,-0.777778,5,1.78571
4026,-0.777778,5,2.14286
4027,-0.777778,5,2.5
4028,-0.777778,5,3.5
4029,-0.777778,6,-3.5
4030,-0.777778,6,-2.5
4031,-0.777778,6,-2.14286
4032,-0.777778,6,-1.78571
4033,-0.777778,6,-1.42857
4034,-0.777778,6,-1.07143
4035,-0.777778,6,-0.714286
4036,-0.777778,6,-0.357143
4037,-0.777778,6,-0
4038,-0.777778,6,0.357143
4039,-0.777778,6,0.714286
4040,-0.777778,6,1.07143
4041,-0.777778,6,1.42857
4042,-0.777778,6,1.78571
4043,-0.777778,6,2.14286
4044,-0.777778,6,2.5
4045,-0.777778,6,3.5
4046,0.777778,-6,-3.5
4047,0.777778,-6,-2.5
4048,0.777778,-6,-2.14286
4049,0.777778,-6,-1.78571
4050,0.777778,-6,-1.42857
4051,0.777778,-6,-1.07143
4052,0.777778,-6,-0.714286
4053,0.777778,-6,-0.357143
4054,0.777778,-6,-0
4055,0.777778,-6,0.357143
4056,0.777778,-6,0.714286
4057,0.777778,-6,1.07143
4058,0.777778,-6,1.42857
4059,0.777778,-6,1.78571
4060,0.777778,-6,2.14286
4061,0.777778,-6,2.5
4062,0.777778,-6,3.5
4063,0.777778,-5,-3.5
4064,0.777778,-5,-2.5
4065,0.777778,-5,-2.14286
4066,0.777778,-5,-1.78571
4067,0.777778,-5,-1.42857
4068,0.777778,-5,-1.07143
4069,0.777778,-5,-0.714286
4070,0.777778,-5,-0.357143
4071,0.777778,-5,-0
4072,0.777778,-5,0.357143
4073,0.777778,-5,0.714286
4074,0.777778,-5,1.07143
4075,0.777778,-5,1.42857
4076,0.777778,-5,1.78571
4077,0.777778,-5,2.14286
4078,0.777778,-5,2.5
4079,0.777778,-5,3.5
4080,0.777778,-4.28571,-3.5
4081,0.777778,-4.28571,-2.5
4082,0.777778,-4.28571,-2.14286
4083,0.777778,-4.28571,-1.78571
4084,0.777778,-4.28571,-1.42857
4085,0.777778,-4.28571,-1.07143
4086,0.777778,-4.28571,-0.714286
4087,0.777778,-4.28571,-0.357143
4088,0.777778,-4.28571,-0
4089,0.777778,-4.28571,0.357143
4090,0.777778,-4.28571,0.714286
4091,0.777778,-4.28571,1.07143
4092,0.777778,-4.28571,1.42857
4093,0.777778,-4.28571,1.78571
4094,0.777778,-4.28571,2.14286
4095,0.777778,-4.28571,2.5
4096,0.777778,-4.28571,3.5
4097,0.777778,-3.57143,-3.5
4098,0.777778,-3.57143,-2.5
4099,0.777778,-3.57143,-2.14286
4100,0.777778,-3.57143,-1.78571
4101,0.777778,-3.57143,-1.42857
4102,0.777778,-3.57143,-1.07143
4103,0.777778,-3.57143,-0.714286
4104,0.777778,-3.57143,-0.357143
4105,0.777778,-3.57143,-0
4106,0.777778,-3.57143,0.357143
4107,0.777778,-3.57143,0.714286
4108,0.777778,-3.57143,1.07143
4109,0.777778,-3.57143,1.42857
4110,0.777778,-3.57143,1.78571
4111,0.777778,-3.57143,2.14286
4112,0.777778,-3.57143,2.5
4113,0.777778,-3.57143,3.5
4114,0.777778,-2.85714,-3.5
4115,0.777778,-2.85714,-2.5
4116,0.777778,-2.85714,-2.14286
4117,0.777778,-2.85714,-1.78571
4118,0.777778,-2.85714,-1.42857
4119,0.777778,-2.85714,-1.07143
4120,0.777778,-2.85714,-0.714286
4121,0.777778,-2.85714,-0.357143
4122,0.777778,-2.85714,-0
4123,0.777778,-2.85714,0.357143
4124,0.777778,-2.85714,0.714286
4125,0.777778,-2.85714,1.07143
4126,0.777778,-2.85714,1.42857
4127,0.777778,-2.85714,1.78571
4128,0.777778,-2.85714,2.14286
4129,0.777778,-2.85714,2.5
4130,0.777778,-2.85714,3.5
4131,0.777778,-2.14286,-3.5
4132,0.777778,-2.14286,-2.5
4133,0.777778,-2.14286,-2.14286
4134,0.777778,-2.14286,-1.78571
4135,0.777778,-2.14286,-1.42857
4136,0.777778,-2.14286,-1.07143
4137,0.777778,-2.14286,-0.714286
4138,0.777778,-2.14286,-0.357143
4139,0.777778,-2.14286,-0
4140,0.777778,-2.14286,0.357143
4141,0.777778,-2.14286,0.714286
4142,0.777778,-2.14286,1.07143
4143,0.777778,-2.14286,1.42857
4144,0.777778,-2.14286,1.78571
4145,0.777778,-2.14286,2.14286
4146,0.777778,-2.14286,2.5
4147,0.777778,-2.14286,3.5
4148,0.777778,-1.42857,-3.5
4149,0.777778,-1.42857,-2.5
4150,0.777778,-1.42857,-2.14286
4151,0.777778,-1.42857,-1.78571
4152,0.777778,-1.42857,-1.42857
4153,0.777778,-1.42857,-1.07143
4154,0.777778,-1.42857,-0.714286
4155,0.777778,-1.42857,-0.357143
4156,0.777778,-1.42857,-0
4157,0.777778,-1.42857,0.357143
4158,0.777778,-1.42857,0.714286
4159,0.777778,-1.42857,1.07143
4160,0.777778,-1.42857,1.42857
4161,0.777778,-1.42857,1.78571
4162,0.777778,-1.42857,2.14286
4163,0.777778,-1.42857,2.5
4164,0.777778,-1.42857,3.5
4165,0.777778,-0.714286,-3.5
4166,0.777778,-0.714286,-2.5
4167,0.777778,-0.714286,-2.14286
4168,0.777778,-0.714286,-1.78571
4169,0.777778,-0.714286,-1.42857
4170,0.777778,-0.714286,-1.07143
4171,0.777778,-0.714286,-0.714286
4172,0.777778,-0.714286,-0.357143
4173,0.777778,-0.714286,-0
4174,0.777778,-0.714286,0.357143
4175,0.777778,-0.714286,0.714286
4176,0.777778,-0.714286,1.07143
4177,0.777778,-0.714286,1.42857
4178,0.777778,-0.714286,1.78571
4179,0.777778,-0.714286,2.14286
4180,0.777778,-0.714286,2.5
4181,0.777778,-0.714286,3.5
4182,0.777778,-0,-3.5
4183,0.777778,-0,-2.5
4184,0.777778,-0,-2.14286
4185,0.777778,-0,-1.78571
4186,0.777778,-0,-1.42857
4187,0.777778,-0,-1.07143
4188,0.777778,-0,-0.714286
4189,0.777778,-0,-0.357143
4190,0.777778,-0,-0
4191,0.777778,-0,0.357143
4192,0.777778,-0,0.714286
4193,0.777778,-0,1.07143
4194,0.777778,-0,1.42857
4195,0.777778,-0,1.78571
4196,0.777778,-0,2.14286
4197,0.777778,-0,2.5
4198,0.777778,-0,3.5
4199,0.777778,0.714286,-3.5
4200,0.777778,0.714286,-2.5
4201,0.777778,0.714286,-2.14286
4202,0.777778,0.714286,-1.78571
4203,0.777778,0.714286,-1.42857
4204,0.777778,0.714286,-1.07143
4205,0.777778,0.714286,-0.714286
4206,0.777778,0.714286,-0.357143
4207,0.777778,0.714286,-0
4208,0.777778,0.714286,0.357143
4209,0.777778,0.714286,0.714286
4210,0.777778,0.714286,1.07143
4211,0.777778,0.714286,1.42857
4212,0.777778,0.714286,1.78571
4213,0.777778,0.714286,2.14286
4214,0.777778,0.714286,2.5
4215,0.777778,0.714286,3.5
4216,0.777778,1.42857,-3.5
4217,0.777778,1.42857,-2.5
4218,0.777778,1.42857,-2.14286
4219,0.777778,1.42857,-1.78571
4220,0.777778,1.42857,-1.42857
4221,0.777778,1.42857,-1.07143
4222,0.777778,1.42857,-0.714286
4223,0.777778,1.42857,-0.357143
4224,0.777778,1.42857,-0
4225,0.777778,1.42857,0.357143
4226,0.777778,1.42857,0.714286
4227,0.777778,1.42857,1.07143
4228,0.777778,1.42857,1.42857
4229,0.777778,1.42857,1.78571
4230,0.777778,1.42857,2.14286
4231,0.777778,1.42857,2.5
4232,0.777778,1.42857,3.5
4233,0.777778,2.14286,-3.5
4234,0.777778,2.14286,-2.5
4235,0.777778,2.14286,-2.14286
4236,0.777778,2.14286,-1.78571
4237,0.777778,2.14286,-1.42857
4238,0.777778,2.14286,-1.07143
4239,0.777778,2.14286,-0.714286
4240,0.777778,2.14286,-0.357143
4241,0.777778,2.14286,-0
4242,0.777778,2.14286,0.357143
4243,0.777778,2.14286,0.714286
4244,0.777778,2.14286,1.07143
4245,0.777778,2.14286,1.42857
4246,0.777778,2.14286,1.78571
4247,0.777778,2.14286,2.14286
4248,0.777778,2.14286,2.5
4249,0.777778,2.14286,3.5
4250,0.777778,2.85714,-3.5
4251,0.777778,2.85714,-2.5
4252,0.777778,2.85714,-2.14286
4253,0.777778,2.85714,-1.78571
4254,0.777778,2.85714,-1.42857
4255,0.777778,2.85714,-1.07143
4256,0.777778,2.85714,-0.714286
4257,0.777778,2.85714,-0.357143
4258,0.777778,2.85714,-0
4259,0.777778,2.85714,0.357143
4260,0.777778,2.85714,0.714286
4261,0.777778,2.85714,1.07143
4262,0.777778,2.85714,1.42857
4263,0.777778,2.85714,1.78571
4264,0.777778,2.85714,2.14286
4265,0.777778,2.85714,2.5
4266,0.777778,2.85714,3.5
4267,0.777778,3.57143,-3.5
4268,0.777778,3.57143,-2.5
4269,0.777778,3.57143,-2.14286
4270,0.777778,3.57143,-1.78571
4271,0.777778,3.57143,-1.42857
4272,0.777778,3.57143,-1.07143
4273,0.777778,3.57143,-0.714286
4274,0.777778,3.57143,-0.357143
4275,0.777778,3.57143,-0
4276,0.777778,3.57143,0.357143
4277,0.777778,3.57143,0.714286
4278,0.777778,3.57143,1.07143
4279,0.777778,3.57143,1.42857
4280,0.777778,3.57143,1.78571
4281,0.777778,3.57143,2.14286
4282,0.777778,3.57143,2.5
4283,0.777778,3.57143,3.5
4284,0.777778,4.28571,-3.5
4285,0.777778,4.28571,-2.5
4286,0.777778,4.28571,-2.14286
4287,0.777778,4.28571,-1.78571
4288,0.777778,4.28571,-1.42857
4289,0.777778,4.28571,-1.07143
4290,0.777778,4.28571,-0.714286
4291,0.777778,4.28571,-0.357143
4292,0.777778,4.28571,-0
4293,0.777778,4.28571,0.357143
4294,0.777778,4.28571,0.714286
4295,0.777778,4.28571,1.07143
4296,0.777778,4.28571,1.42857
4297,0.777778,4.28571,1.78571
4298,0.777778,4.28571,2.14286
4299,0.777778,4.28571,2.5
4300,0.777778,4.28571,3.5
4301,0.777778,5,-3.5
4302,0.777778,5,-2.5
4303,0.777778,5,-2.14286
4304,0.777778,5,-1.78571
4305,0.777778,5,-1.42857
4306,0.777778,5,-1.07143
4307,0.777778,5,-0.714286
4308,0.777778,5,-0.357143
4309,0.777778,5,-0
4310,0.777778,5,0.357143
4311,0.777778,5,0.714286
4312,0.777778,5,1.07143
4313,0.777778,5,1.42857
4314,0.777778,5,1.78571
4315,0.777778,5,2.14286
4316,0.777778,5,2.5
4317,0.777778,5,3.5
4318,0.777778,6,-3.5
4319,0.777778,6,-2.5
4320,0.777778,6,-2.14286
4321,0.777778,6,-1.78571
4322,0.777778,6,-1.42857
4323,0.777778,6,-1.07143
4324,0.777778,6,-0.714286
4325,0.777778,6,-0.357143
4326,0.777778,6,-0
4327,0.777778,6,0.357143
4328,0.777778,6,0.714286
4329,0.777778,6,1.07143
4330,0.777778,6,1.42857
4331,0.777778,6,1.78571
4332,0.777778,6,2.14286
4333,0.777778,6,2.5
4334,0.777778,6,3.5
4335,2.33333,-6,-3.5
4336,2.33333,-6,-2.5
4337,2.33333,-6,-2.14286
4338,2.33333,-6,-1.78571
4339,2.33333,-6,-1.42857
4340,2.33333,-6,-1.07143
4341,2.33333,-6,-0.714286
4342,2.33333,-6,-0.357143
4343,2.33333,-6,-0
4344,2.33333,-6,0.357143
4345,2.33333,-6,0.714286
4346,2.33333,-6,1.07143
4347,2.33333,-6,1.42857
4348,2.33333,-6,1.78571
4349,2.33333,-6,2.14286
4350,2.33333,-6,2.5
4351,2.33333,-6,3.5
4352,2.33333,-5,-3.5
4353,2.33333,-5,-2.5
4354,2.33333,-5,-2.14286
4355,2.33333,-5,-1.78571
4356,2.33333,-5,-1.42857
4357,2.33333,-5,-1.07143
4358,2.33333,-5,-0.714286
4359,2.33333,-5,-0.357143
4360,2.33333,-5,-0
4361,2.33333,-5,0.357143
4362,2.33333,-5,0.714286
4363,2.33333,-5,1.07143
4364,2.33333,-5,1.42857
4365,2.33333,-5,1.78571
4366,2.33333,-5,2.14286
4367,2.33333,-5,2.5
4368,2.33333,-5,3.5
4369,2.33333,-4.28571,-3.5
4370,2.33333,-4.28571,-2.5
4371,2.33333,-4.28571,-2.14286
4372,2.33333,-4.28571,-1.78571
4373,2.33333,-4.28571,-1.42857
4374,2.33333,-4.28571,-1.07143
4375,2.33333,-4.28571,-0.714286
4376,2.33333,-4.28571,-0.357143
4377,2.33333,-4.28571,-0
4378,2.33333,-4.28571,0.357143
4379,2.33333,-4.28571,0.714286
4380,2.33333,-4.28571,1.07143
4381,2.33333,-4.28571,1.42857
4382,2.33333,-4.28571,1.78571
4383,2.33333,-4.28571,2.14286
4384,2.33333,-4.28571,2.5
4385,2.33333,-4.28571,3.5
4386,2.33333,-3.57143,-3.5
4387,2.33333,-3.57143,-2.5
4388,2.33333,-3.57143,-2.14286
4389,2.33333,-3.57143,-1.78571
4390,2.33333,-3.57143,-1.42857
4391,2.33333,-3.57143,-1.07143
4392,2.33333,-3.57143,-0.714286
4393,2.33333,-3.57143,-0.357143
4394,2.33333,-3.57143,-0
4395,2.33333,-3.57143,0.357143
4396,2.33333,-3.57143,0.714286
4397,2.33333,-3.57143,1.07143
4398,2.33333,-3.57143,1.42857
4399,2.33333,-3.57143,1.78571
4400,2.33333,-3.57143,2.14286
4401,2.33333,-3.57143,2.5
4402,2.33333,-3.57143,3.5
4403,2.33333,-2.85714,-3.5
4404,2.33333,-2.85714,-2.5
4405,2.33333,-2.85714,-2.14286
4406,2.33333,-2.85714,-1.78571
4407,2.33333,-2.85714,-1.42857
4408,2.33333,-2.85714,-1.07143
4409,2.33333,-2.85714,-0.714286
4410,2.33333,-2.85714,-0.357143
4411,2.33333,-2.85714,-0
4412,2.33333,-2.85714,0.357143
4413,2.33333,-2.85714,0.714286
4414,2.33333,-2.85714,1.07143
4415,2.33333,-2.85714,1.42857
4416,2.33333,-2.85714,1.78571
4417,2.33333,-2.85714,2.14286
4418,2.33333,-2.85714,2.5
4419,2.33333,-2.85714,3.5
4420,2.33333,-2.14286,-3.5
4421,2.33333,-2.14286,-2.5
4422,2.33333,-2.14286,-2.14286
4423,2.33333,-2.14286,-1.78571
4424,2.33333,-2.14286,-1.42857
4425,2.33333,-2.14286,-1.07143
4426,2.33333,-2.14286,-0.714286
4427,2.33333,-2.14286,-0.357143
4428,2.33333,-2.14286,-0
4429,2.33333,-2.14286,0.357143
4430,2.33333,-2.14286,0.714286
4431,2.33333,-2.14286,1.07143
4432,2.33333,-2.14286,1.42857
4433,2.33333,-2.14286,1.78571
4434,2.33333,-2.14286,2.14286
4435,2.33333,-2.14286,2.5
4436,2.33333,-2.14286,3.5
4437,2.33333,-1.42857,-3.5
4438,2.33333,-1.42857,-2.5
4439,2.33333,-1.42857,-2.14286
4440,2.33333,-1.42857,-1.78571
4441,2.33333,-1.42857,-1.42857
4442,2.33333,-1.42857,-1.07143
4443,2.33333,-1.42857,-0.714286
4444,2.33333,-1.42857,-0.357143
4445,2.33333,-1.42857,-0
4446,2.33333,-1.42857,0.357143
4447,2.33333,-1.42857,0.714286
4448,2.33333,-1.42857,1.07143
4449,2.33333,-1.42857,1.42857
4450,2.33333,-1.42857,1.78571
4451,2.33333,-1.42857,2.14286
4452,2.33333,-1.42857,2.5
4453,2.33333,-1.42857,3.5
4454,2.33333,-0.714286,-3.5
4455,2.33333,-0.714286,-2.5
4456,2.33333,-0.714286,-2.14286
4457,2.33333,-0.714286,-1.78571
4458,2.33333,-0.714286,-1.42857
4459,2.33333,-0.714286,-1.07143
4460,2.33333,-0.714286,-0.714286
4461,2.33333,-0.714286,-0.357143
4462,2.33333,-0.714286,-0
4463,2.33333,-0.714286,0.357143
4464,2.33333,-0.714286,0.714286
4465,2.33333,-0.714286,1.07143
4466,2.33333,-0.714286,1.42857
4467,2.33333,-0.714286,1.78571
4468,2.33333,-0.714286,2.14286
4469,2.33333,-0.714286,2.5
4470,2.33333,-0.714286,3.5
4471,2.33333,-0,-3.5
4472,2.33333,-0,-2.5
4473,2.33333,-0,-2.14286
4474,2.33333,-0,-1.78571
4475,2.33333,-0,-1.42857
4476,2.33333,-0,-1.07143
4477,2.33333,-0,-0.714286
4478,2.33333,-0,-0.357143
4479,2.33333,-0,-0
4480,2.33333,-0,0.357143
4481,2.33333,-0,0.714286
4482,2.33333,-0,1.07143
4483,2.33333,-0,1.42857
4484,2.33333,-0,1.78571
4485,2.33333,-0,2.14286
4486,2.33333,-0,2.5
4487,2.33333,-0,3.5
4488,2.33333,0.714286,-3.5
4489,2.33333,0.714286,-2.5
4490,2.33333,0.714286,-2.14286
4491,2.33333,0.714286,-1.78571
4492,2.33333,0.714286,-1.42857
4493,2.33333,0.714286,-1.07143
4494,2.33333,0.714286,-0.714286
4495,2.33333,0.714286,-0.357143
4496,2.33333,0.714286,-0
4497,2.33333,0.714286,0.357143
4498,2.33333,0.714286,0.714286
4499,2.33333,0.714286,1.07143
4500,2.33333,0.714286,1.42857
4501,2.33333,0.714286,1.78571
4502,2.33333,0.714286,2.14286
4503,2.33333,0.714286,2.5
4504,2.33333,0.714286,3.5
4505,2.33333,1.42857,-3.5
4506,2.33333,1.42857,-2.5
4507,2.33333,1.42857,-2.14286
4508,2.33333,1.42857,-1.78571
4509,2.33333,1.42857,-1.42857
4510,2.33333,1.42857,-1.07143
4511,2.33333,1.42857,-0.714286
4512,2.33333,1.42857,-0.357143
4513,2.33333,1.42857,-0
4514,2.33333,1.42857,0.357143
4515,2.33333,1.42857,0.714286
4516,2.33333,1.42857,1.07143
4517,2.33333,1.42857,1.42857
4518,2.33333,1.42857,1.78571
4519,2.33333,1.42857,2.14286
4520,2.33333,1.42857,2.5
4521,2.33333,1.42857,3.5
4522,2.33333,2.14286,-3.5
4523,2.33333,2.14286,-2.5
4524,2.33333,2.14286,-2.14286
4525,2.33333,2.14286,-1.78571
4526,2.33333,2.14286,-1.42857
4527,2.33333,2.14286,-1.07143
4528,2.33333,2.14286,-0.714286
4529,2.33333,2.14286,-0.357143
4530,2.33333,2.14286,-0
4531,2.33333,2.14286,0.357143
4532,2.33333,2.14286,0.714286
4533,2.33333,2.14286,1.07143
4534,2.33333,2.14286,1.42857
4535,2.33333,2.14286,1.78571
4536,2.33333,2.14286,2.14286
4537,2.33333,2.14286,2.5
4538,2.33333,2.14286,3.5
4539,2.33333,2.85714,-3.5
4540,2.33333,2.85714,-2.5
4541,2.33333,2.85714,-2.14286
4542,2.33333,2.85714,-1.78571
4543,2.33333,2.85714,-1.42857
4544,2.33333,2.85714,-1.07143
4545,2.33333,2.85714,-0.714286
4546,2.33333,2.85714,-0.357143
4547,2.33333,2.85714,-0
4548,2.33333,2.85714,0.357143
4549,2.33333,2.85714,0.714286
4550,2.33333,2.85714,1.07143
4551,2.33333,2.85714,1.42857
4552,2.33333,2.85714,1.78571
4553,2.33333,2.85714,2.14286
4554,2.33333,2.85714,2.5
4555,2.33333,2.85714,3.5
4556,2.33333,3.57143,-3.5
4557,2.33333,3.57143,-2.5
4558,2.33333,3.57143,-2.14286
4559,2.33333,3.57143,-1.78571
4560,2.33333,3.57143,-1.42857
4561,2.33333,3.57143,-1.07143
4562,2.33333,3.57143,-0.714286
4563,2.33333,3.57143,-0.357143
4564,2.33333,3.57143,-0
4565,2.33333,3.57143,0.357143
4566,2.33333,3.57143,0.714286
4567,2.33333,3.57143,1.07143
4568,2.33333,3.57143,1.42857
4569,2.33333,3.57143,1.78571
4570,2.33333,3.57143,2.14286
4571,2.33333,3.57143,2.5
4572,2.33333,3.57143,3.5
4573,2.33333,4.28571,-3.5
4574,2.33333,4.28571,-2.5
4575,2.33333,4.28571,-2.14286
4576,2.33333,4.28571,-1.78571
4577,2.33333,4.28571,-1.42857
4578,2.33333,4.28571,-1.07143
4579,2.33333,4.28571,-0.714286
4580,2.33333,4.28571,-0.357143
4581,2.33333,4.28571,-0
4582,2.33333,4.28571,0.357143
4583,2.33333,4.28571,0.714286
4584,2.33333,4.28571,1.07143
4585,2.33333,4.28571,1.42857
4586,2.33333,4.28571,1.78571
4587,2.33333,4.28571,2.14286
4588,2.33333,4.28571,2.5
4589,2.33333,4.28571,3.5
4590,2.33333,5,-3.5
4591,2.33333,5,-2.5
4592,2.33333,5,-2.14286
4593,2.33333,5,-1.78571
4594,2.33333,5,-1.42857
4595,2.33333,5,-1.07143
4596,2.33333,5,-0.714286
4597,2.33333,5,-0.357143
4598,2.33333,5,-0
4599,2.33333,5,0.357143
4600,2.33333,5,0.714286
4601,2.33333,5,1.07143
4602,2.33333,5,1.42857
4603,2.33333,5,1.78571
4604,2.33333,5,2.14286
4605,2.33333,5,2.5
4606,2.33333,5,3.5
4607,2.33333,6,-3.5
4608,2.33333,6,-2.5
4609,2.33333,6,-2.14286
4610,2.33333,6,-1.78571
4611,2.33333,6,-1.42857
4612,2.33333,6,-1.07143
4613,2.33333,6,-0.714286
4614,2.33333,6,-0.357143
4615,2.33333,6,-0
4616,2.33333,6,0.357143
4617,2.33333,6,0.714286
4618,2.33333,6,1.07143
4619,2.33333,6,1.42857
4620,2.33333,6,1.78571
4621,2.33333,6,2.14286
4622,2.33333,6,2.5
4623,2.33333,6,3.5
4624,3.88889,-6,-3.5
4625,3.88889,-6,-2.5
4626,3.88889,-6,-2.14286
4627,3.88889,-6,-1.78571
4628,3.88889,-6,-1.42857
4629,3.88889,-6,-1.07143
4630,3.88889,-6,-0.714286
4631,3.88889,-6,-0.357143
4632,3.88889,-6,-0
4633,3.88889,-6,0.357143
4634,3.88889,-6,0.714286
4635,3.88889,-6,1.07143
4636,3.88889,-6,1.42857
4637,3.88889,-6,1.78571
4638,3.88889,-6,2.14286
4639,3.88889,-6,2.5
4640,3.88889,-6,3.5
4641,3.88889,-5,-3.5
4642,3.88889,-5,-2.5
4643,3.88889,-5,-2.14286
4644,3.88889,-5,-1.78571
4645,3.88889,-5,-1.42857
4646,3.88889,-5,-1.07143
4647,3.88889,-5,-0.714286
4648,3.88889,-5,-0.357143
4649,3.88889,-5,-0
4650,3.88889,-5,0.357143
4651,3.88889,-5,0.714286
4652,3.88889,-5,1.07143
4653,3.88889,-5,1.42857
4654,3.88889,-5,1.78571
4655,3.88889,-5,2.14286
4656,3.88889,-5,2.5
4657,3.88889,-5,3.5
4658,3.88889,-4.28571,-3.5
4659,3.88889,-4.28571,-2.5
4660,3.88889,-4.28571,-2.14286
4661,3.88889,-4.28571,-1.78571
4662,3.88889,-4.28571,-1.42857
4663,3.88889,-4.28571,-1.07143
4664,3.88889,-4.28571,-0.714286
4665,3.88889,-4.28571,-0.357143
4666,3.88889,-4.28571,-0
4667,3.88889,-4.28571,0.357143
4668,3.88889,-4.28571,0.714286
4669,3.88889,-4.28571,1.07143
4670,3.88889,-4.28571,1.42857
4671,3.88889,-4.28571,1.78571
4672,3.88889,-4.28571,2.14286
4673,3.88889,-4.28571,2.5
4674,3.88889,-4.28571,3.5
4675,3.88889,-3.57143,-3.5
4676,3.88889,-3.57143,-2.5
4677,3.88889,-3.57143,-2.14286
4678,3.88889,-3.57143,-1.78571
4679,3.88889,-3.57143,-1.42857
4680,3.88889,-3.57143,-1.07143
4681,3.88889,-3.57143,-0.714286
4682,3.88889,-3.57143,-0.357143
4683,3.88889,-3.57143,-0
4684,3.88889,-3.57143,0.357143
4685,3.88889,-3.57143,0.714286
4686,3.88889,-3.57143,1.07143
4687,3.88889,-3.57143,1.42857
4688,3.88889,-3.57143,1.78571
4689,3.88889,-3.57143,2.14286
4690,3.88889,-3.57143,2.5
4691,3.88889,-3.57143,3.5
4692,3.88889,-2.85714,-3.5
4693,3.88889,-2.85714,-2.5
4694,3.88889,-2.85714,-2.14286
4695,3.88889,-2.85714,-1.78571
4696,3.88889,-2.85714,-1.42857
4697,3.88889,-2.85714,-1.07143
4698,3.88889,-2.85714,-0.714286
4699,3.88889,-2.85714,-0.357143
4700,3.88889,-2.85714,-0
4701,3.88889,-2.85714,0.357143
4702,3.88889,-2.85714,0.714286
