H_eV,T_noC,T_withC
3.047976e-01,9.922844e-01,9.925178e-01
3.072976e-01,9.925161e-01,9.926865e-01
3.097976e-01,9.926627e-01,9.927954e-01
3.122976e-01,9.927749e-01,9.928836e-01
3.147976e-01,9.928679e-01,9.929597e-01
3.172976e-01,9.929484e-01,9.930275e-01
3.197976e-01,9.930201e-01,9.930893e-01
3.222976e-01,9.930852e-01,9.931464e-01
3.247976e-01,9.931450e-01,9.931997e-01
3.272976e-01,9.932006e-01,9.932498e-01
3.297976e-01,9.932526e-01,9.932973e-01
3.322976e-01,9.933017e-01,9.933424e-01
3.347976e-01,9.933483e-01,9.933855e-01
3.372976e-01,9.933925e-01,9.934268e-01
3.397976e-01,9.934348e-01,9.934665e-01
3.422976e-01,9.924429e-01,9.925461e-01
3.447976e-01,9.926313e-01,9.927124e-01
3.472976e-01,9.927588e-01,9.928246e-01
3.497976e-01,9.928607e-01,9.929163e-01
3.522976e-01,9.929474e-01,9.929957e-01
3.547976e-01,9.930239e-01,9.930665e-01
3.572976e-01,9.930929e-01,9.931309e-01
3.597976e-01,9.931560e-01,9.931903e-01
3.622976e-01,9.932144e-01,9.932456e-01
3.647976e-01,9.932690e-01,9.932975e-01
3.672976e-01,9.933203e-01,9.933465e-01
3.697976e-01,9.933688e-01,9.933930e-01
3.722976e-01,9.934148e-01,9.934373e-01
3.747976e-01,9.934587e-01,9.934797e-01
3.772976e-01,9.935007e-01,9.935203e-01
3.797976e-01,9.935410e-01,9.935593e-01
3.822976e-01,9.935797e-01,9.935969e-01
3.847976e-01,9.936171e-01,9.936332e-01
3.872976e-01,9.936531e-01,9.936683e-01
3.897976e-01,9.936879e-01,9.937023e-01
3.922976e-01,9.937217e-01,9.937353e-01
3.947976e-01,9.937544e-01,9.937673e-01
3.972976e-01,9.937862e-01,9.937985e-01
3.997976e-01,9.938171e-01,9.938288e-01
4.022976e-01,9.938472e-01,9.938583e-01
4.047976e-01,9.938765e-01,9.938871e-01
4.072976e-01,9.939051e-01,9.939152e-01
4.097976e-01,9.929058e-01,9.930166e-01
4.122976e-01,9.930883e-01,9.931711e-01
4.147976e-01,9.932055e-01,9.932707e-01
4.172976e-01,9.932971e-01,9.933509e-01
4.197976e-01,9.933740e-01,9.934197e-01
4.222976e-01,9.934412e-01,9.934807e-01
4.247976e-01,9.935012e-01,9.935360e-01
4.272976e-01,9.935559e-01,9.935868e-01
4.297976e-01,9.936063e-01,9.936340e-01
4.322976e-01,9.936532e-01,9.936783e-01
4.347976e-01,9.936972e-01,9.937200e-01
4.372976e-01,9.937387e-01,9.937596e-01
4.397976e-01,9.937781e-01,9.937973e-01
4.422976e-01,9.938156e-01,9.938334e-01
4.447976e-01,9.938515e-01,9.938680e-01
4.472976e-01,9.938859e-01,9.939013e-01
4.497976e-01,9.939189e-01,9.939333e-01
4.522976e-01,9.939508e-01,9.939643e-01
4.547976e-01,9.939816e-01,9.939943e-01
4.572976e-01,9.940115e-01,9.940234e-01
4.597976e-01,9.940403e-01,9.935769e-01
4.622976e-01,9.932368e-01,9.933496e-01
4.647976e-01,9.933605e-01,9.934588e-01
4.672976e-01,9.934518e-01,9.935328e-01
4.697976e-01,9.935270e-01,9.935959e-01
4.722976e-01,9.935920e-01,9.936520e-01
4.747976e-01,9.936500e-01,9.937028e-01
4.772976e-01,9.937026e-01,9.937498e-01
4.797976e-01,9.937511e-01,9.937935e-01
4.822976e-01,9.937962e-01,9.938346e-01
4.847976e-01,9.938385e-01,9.938735e-01
4.872976e-01,9.938783e-01,9.939105e-01
4.897976e-01,9.939161e-01,9.939457e-01
4.922976e-01,9.939521e-01,9.939795e-01
4.947976e-01,9.939866e-01,9.940120e-01
4.972976e-01,9.940196e-01,9.940432e-01
4.997976e-01,9.940513e-01,9.940734e-01
5.022976e-01,9.940819e-01,9.941026e-01
5.047976e-01,9.941114e-01,9.941309e-01
5.072976e-01,9.941400e-01,9.941583e-01
5.097976e-01,9.941677e-01,9.941849e-01
5.122976e-01,9.941946e-01,9.942108e-01
5.147976e-01,9.942207e-01,9.942361e-01
